地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选
通州-通州其它-后北营家园,南,整租,1室1厅1卫,中楼层（27层）,57.00㎡,3400,链家,"官方核验,集中供暖",0
石景山-鲁谷-远洋山水,东南,整租,1室1厅1卫,中楼层（27层）,70.56㎡,6500,链家,"官方核验,精装,集中供暖",0
朝阳-潘家园-劲松七区,西南,整租,2室1厅1卫,中楼层（6层）,52.29㎡,5660,自如,"公寓,精装,集中供暖,押一付一",1
西城-陶然亭-天桥北里,西,整租,1室1厅1卫,低楼层（12层）,55.56㎡,6830,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
房山-良乡-昊文温泉家园,南,整租,2室1厅1卫,高楼层（6层）,56.65㎡,2200,链家,"官方核验,集中供暖",0
海淀-西三旗-沁春家园,南,合租,3居室,高楼层（6层）,30.00㎡,3590,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",0
海淀-定慧寺-永安东里,南,合租,3居室,低楼层（6层）,22.38㎡,3930,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-北苑-天润福熙大道,东南北,整租,3室2厅2卫,高楼层（27层）,159.07㎡,16000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
石景山-鲁谷-六合园,南北,整租,2室1厅1卫,中楼层（7层）,64.00㎡,4700,链家,"官方核验,精装,集中供暖",0
海淀-西直门-交大东路4号院,南,整租,1室1厅1卫,高楼层（14层）,50.00㎡,6500,链家,"官方核验,精装,集中供暖",0
西城-新街口-新街口西里一区,南,合租,4居室,高楼层（6层）,14.70㎡,4290,自如,"公寓,独立卫生间,近地铁,精装,押一付一,随时看房",1
海淀-西三旗-常秀家园,南,整租,2室1厅1卫,中楼层（6层）,62.30㎡,6190,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-豆各庄-恒大领寓,南,整租,1房间1卫,高楼层（13层）,51.08㎡,4600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
西城-车公庄-五栋大楼,南北,整租,2室1厅1卫,低楼层（13层）,106.56㎡,38000,链家,"官方核验,近地铁,精装,集中供暖",0
亦庄开发区-亦庄-易居国际,北,整租,2房间1卫,低楼层（17层）,45.73㎡,3800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-中关村-空间物理所小区,南北,整租,2室1厅1卫,低楼层（6层）,62.20㎡,7500,链家,"官方核验,近地铁,集中供暖,随时看房",0
通州-万达-永顺南里2号院,北,合租,3居室,中楼层（6层）,14.00㎡,1300,博友园公寓,"租住保障,公寓,集中供暖,押一付一,随时看房",1
朝阳-健翔桥-华严北里小区,东南,整租,2室1厅1卫,低楼层（18层）,66.59㎡,6500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
怀柔-怀柔-梦想家园西区,南北,整租,2室1厅1卫,中楼层（15层）,90.00㎡,3300,链家,"官方核验,精装,集中供暖,随时看房",0
密云-溪翁庄镇-华润希望小镇,南北,整租,6室1厅3卫,低楼层（2层）,187.80㎡,3500,链家,"官方核验,精装",0
昌平-回龙观-龙锦苑六区,南北,整租,3室1厅2卫,低楼层（6层）,135.00㎡,6700,链家,"官方核验,近地铁,双卫生间,随时看房",0
海淀-二里庄-二里庄北里,北,合租,3居室,低楼层（6层）,13.00㎡,2300,鑫居地产,"租住保障,月租,近地铁,精装,集中供暖,随时看房",1
通州-潞苑-中建红杉溪谷,南北,整租,5室2厅3卫,中楼层（5层）,209.00㎡,23000,链家,"官方核验,精装",0
朝阳-北苑-北苑家园茉藜园,东南,整租,2室1厅1卫,低楼层（26层）,65.84㎡,5400,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-朝青-珠江罗马嘉园西区,东北,整租,1室1厅1卫,高楼层（11层）,55.17㎡,7290,自如,"公寓,精装,集中供暖,押一付一",1
海淀-海淀北部新区-水岸温泉,南,整租,1室1厅1卫,高楼层（15层）,66.00㎡,5630,自如,"公寓,月租,精装,押一付一,随时看房",0
朝阳-CBD-华贸公寓,南北,整租,2室1厅2卫,中楼层（14层）,152.56㎡,22000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
房山-良乡-玉竹园小区一里,南,整租,2室1厅1卫,低楼层（4层）,27.08㎡,2100,链家,"官方核验,近地铁,集中供暖",0
丰台-马家堡-名都家苑,西,合租,3居室,中楼层（13层）,11.70㎡,2890,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
海淀-甘家口-阜南小区,南北,整租,2室1厅1卫,中楼层（5层）,63.22㎡,7300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-望京-花家地西里二区,南,整租,3室1厅1卫,中楼层（25层）,106.00㎡,7800,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-朝青-朝阳园,东,整租,2室1厅1卫,中楼层（31层）,109.46㎡,8500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
西城-阜成门-百万庄辰区,南北,整租,2室1厅1卫,高楼层（3层）,60.00㎡,8000,链家,"官方核验,精装,集中供暖",0
东城-天坛-金鱼池西区,南北,整租,2室1厅1卫,地下室（7层）,62.65㎡,6800,链家,"官方核验,近地铁,精装",0
西城-六铺炕-六铺炕一区6号院,东西,整租,1室1厅1卫,中楼层（7层）,55.20㎡,7800,链家,"官方核验,近地铁,精装,集中供暖",0
东城-东四-沙滩北街甲2号院,南北,整租,5室1厅2卫,低楼层（4层）,120.00㎡,18000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
石景山-鲁谷-远洋沁山水,南,整租,2室1厅1卫,高楼层（18层）,89.00㎡,13000,链家,"官方核验,精装,集中供暖",0
密云-鼓楼街道-鼓楼西区,南北,整租,2室1厅1卫,中楼层（6层）,65.00㎡,1600,链家,"官方核验,集中供暖,随时看房",0
丰台-玉泉营-万年花城二期,西,整租,1室0厅1卫,高楼层（27层）,51.82㎡,5300,链家,"官方核验,近地铁,精装,集中供暖",0
西城-右安门内-信建里小区,南,合租,3居室,低楼层（6层）,9.90㎡,2907,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1
西城-六铺炕-人定湖西里,南,整租,1室1厅1卫,高楼层（4层）,26.00㎡,5800,链家,"官方核验,精装,集中供暖,随时看房",0
海淀-四季青-东冉家园,南,整租,2室1厅1卫,高楼层（3层）,67.64㎡,6100,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-朝阳门外-天辰大厦,西,整租,2室1厅1卫,中楼层（24层）,94.38㎡,13990,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-垡头-朝阳壹号,南北,整租,4室2厅2卫,高楼层（18层）,125.00㎡,8900,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
朝阳-酒仙桥-上东8号,南北,整租,2室1厅2卫,低楼层（18层）,179.00㎡,20000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
通州-武夷花园-运河园,南北,整租,2室1厅1卫,中楼层（6层）,90.00㎡,3800,链家,官方核验,0
房山-长阳-金地朗悦沁园,南北,整租,2室1厅1卫,高楼层（6层）,89.00㎡,4750,链家,"官方核验,精装,集中供暖",0
丰台-角门-司达小区,南,整租,2室1厅1卫,中楼层（6层）,59.01㎡,6559,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
昌平-沙河-北街家园六区,东西,整租,3室1厅1卫,高楼层（18层）,88.00㎡,4400,链家,"官方核验,集中供暖,随时看房",0
通州-马驹桥-珠江萨尔斯郡,东西,整租,4室2厅3卫,中楼层（4层）,230.00㎡,9720,链家,"官方核验,集中供暖",0
大兴-义和庄-恒大未来城,北,整租,3房间2卫,中楼层（19层）,40.50㎡,4500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
朝阳-常营-北辰福第六号院,东南北,整租,2室1厅1卫,低楼层（16层）,85.32㎡,6400,链家,"官方核验,近地铁,精装",0
朝阳-三里屯-三里屯SOHO,东南,整租,4室2厅4卫,低楼层（28层）,276.60㎡,40000,链家,"官方核验,近地铁,精装,集中供暖",0
海淀-二里庄-志新北里,东,合租,3居室,中楼层（6层）,17.00㎡,3790,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",1
丰台-玉泉营-万年花城二期,西,合租,4居室,高楼层（11层）,6.10㎡,1990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
通州-马驹桥-莲水怡园,南北,整租,3室2厅2卫,高楼层（12层）,126.82㎡,6300,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
大兴-枣园-波普公社,东南,整租,4房间1卫,高楼层（25层）,108.23㎡,7500,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-惠新西街-安苑东里一区,南北,整租,2室1厅1卫,中楼层（6层）,59.61㎡,5800,链家,"官方核验,近地铁,集中供暖,随时看房",0
海淀-六里桥-盛今佳园,东南北,整租,4室2厅3卫,高楼层（26层）,439.00㎡,60000,链家,"官方核验,集中供暖",0
丰台-科技园区-幸福家园5号院,南,合租,3居室,低楼层（20层）,10.90㎡,2290,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
昌平-沙河-北街家园七区,东,合租,5居室,低楼层（17层）,9.30㎡,1630,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
海淀-苏州桥-远中悦莱,南,整租,1室1厅1卫,低楼层（22层）,95.31㎡,14800,链家,"官方核验,近地铁,精装,集中供暖",0
大兴-旧宫-红星楼,南北,整租,2室1厅1卫,中楼层（6层）,71.00㎡,4300,链家,"官方核验,精装,集中供暖",0
东城-和平里-和平里五区,南,整租,2室1厅1卫,高楼层（6层）,55.12㎡,8490,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
海淀-魏公村-魏公村8号院,西北,整租,2室1厅1卫,低楼层（16层）,86.00㎡,10500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-中央别墅区-天瑞宸章,南北,整租,4室2厅4卫,低楼层（4层）,368.00㎡,24000,链家,官方核验,0
海淀-万柳-蜂鸟家园,北,整租,1室1厅1卫,中楼层（14层）,43.98㎡,7430,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
大兴-旧宫-首开保利熙悦诚郡,南北,整租,3室2厅2卫,低楼层（17层）,128.96㎡,12500,链家,"官方核验,精装,集中供暖,双卫生间",0
怀柔-怀柔-馥郁苑,南北,整租,3室2厅2卫,高楼层（6层）,113.55㎡,3100,链家,"官方核验,集中供暖,双卫生间",0
海淀-万柳-汇新家园,东南,整租,2室1厅1卫,中楼层（16层）,88.50㎡,12000,链家,"官方核验,近地铁,精装,随时看房",0
海淀-五道口-西王庄小区,南,合租,3居室,高楼层（6层）,13.87㎡,4460,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1
朝阳-四惠-远洋商务,东北,整租,4室1厅1卫,低楼层（28层）,165.70㎡,16000,链家,"官方核验,近地铁,集中供暖",0
东城-永定门-百荣嘉园,东,整租,1室1厅1卫,中楼层（21层）,47.32㎡,5760,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
丰台-马家堡-西马金润二区,南北,整租,2室1厅1卫,中楼层（6层）,77.26㎡,5800,链家,"官方核验,集中供暖,随时看房",0
朝阳-双桥-远洋一方润园6号院,南,整租,2室1厅1卫,低楼层（15层）,73.95㎡,5595,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1
朝阳-健翔桥-民族园9号院,南北,整租,3室1厅1卫,高楼层（6层）,99.32㎡,9000,链家,"官方核验,近地铁,集中供暖",0
昌平-沙河-恒大幸福家园,南,合租,3居室,中楼层（24层）,15.40㎡,1998,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
通州-通州北苑-长城国际,西,整租,1室1厅1卫,中楼层（22层）,53.00㎡,4200,链家,"官方核验,精装,集中供暖",0
密云-密云镇-兴云小区,南北,整租,2室1厅1卫,高楼层（6层）,88.53㎡,2300,链家,"官方核验,集中供暖",0
朝阳-望京-花家地南里,南,整租,1室1厅1卫,高楼层（6层）,42.00㎡,4500,链家,"官方核验,精装,集中供暖,随时看房",0
房山-房山其它-金地·大湖风华,南北,整租,3室1厅1卫,中楼层（8层）,88.34㎡,3500,链家,"官方核验,精装,集中供暖",0
朝阳-安贞-安华西里社区,南,整租,2室1厅1卫,低楼层（21层）,50.00㎡,6600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-酒仙桥-丽都壹号,南北,整租,3室2厅1卫,低楼层（22层）,72.00㎡,9000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-紫竹桥-10号名邸,南北,整租,3室2厅2卫,高楼层（20层）,207.00㎡,24500,链家,"官方核验,集中供暖,双卫生间,随时看房",0
朝阳-酒仙桥-上东公园里,东北,整租,3房间1卫,高楼层（26层）,121.00㎡,18000,链家,"官方核验,近地铁,精装,集中供暖",0
丰台-方庄-芳城园一区,东北,合租,3居室,中楼层（26层）,11.50㎡,2454,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
东城-安定门-青年湖东里,北,合租,3居室,高楼层（6层）,7.95㎡,2760,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
顺义-顺义城-裕龙四区,南北,整租,2室1厅1卫,高楼层（6层）,73.00㎡,3000,链家,"官方核验,精装,集中供暖",0
密云-溪翁庄镇-阳光城溪山悦,南北,整租,2室1厅1卫,中楼层（8层）,82.73㎡,1800,链家,"官方核验,精装,随时看房",0
朝阳-安贞-外馆西街,西南,整租,3室1厅1卫,高楼层（6层）,64.92㎡,6050,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-清河-橡树湾五期,南北,整租,4室2厅2卫,低楼层（24层）,238.19㎡,34800,链家,"官方核验,精装,双卫生间,随时看房",0
西城-广安门-远见名苑,东,整租,1室0厅1卫,低楼层（24层）,45.38㎡,5400,链家,"官方核验,近地铁,精装",0
海淀-紫竹桥-10号名邸,东东南,整租,3室1厅2卫,低楼层（20层）,207.00㎡,24500,链家,"官方核验,集中供暖,双卫生间,随时看房",0
丰台-洋桥-南三环中路71号院,东,整租,1室1厅1卫,中楼层（17层）,47.26㎡,5929,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-甜水园-秀水园,南,整租,2室1厅1卫,低楼层（12层）,69.10㎡,7847,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
大兴-天宫院-熙兆大厦,东,整租,2房间1卫,高楼层（11层）,47.00㎡,3000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
东城-东花市-富贵园三区,西,合租,3居室,中楼层（18层）,7.90㎡,2830,自如,"公寓,精装,集中供暖,押一付一",0
朝阳-立水桥-塞纳维拉,南北,整租,4室1厅3卫,低楼层（3层）,200.20㎡,20000,链家,"官方核验,近地铁,精装,随时看房",0
石景山-鲁谷-远洋沁山水,南北,整租,2室2厅1卫,低楼层（21层）,88.00㎡,11000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
西城-木樨地-汽北小区,南,整租,1室1厅1卫,高楼层（6层）,40.60㎡,7990,自如,"公寓,精装,集中供暖,押一付一",1
丰台-广安门-莲花池南里小区,南,整租,2室1厅1卫,中楼层（6层）,52.97㎡,6490,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
大兴-天宫院-熙兆大厦,东,整租,2房间1卫,高楼层（11层）,46.76㎡,3790,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
海淀-海淀北部新区-幸福里润园,南北,整租,4室2厅2卫,高楼层（5层）,147.00㎡,13000,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-常营-北京新天地四期,南,整租,2室1厅1卫,低楼层（26层）,93.42㎡,6900,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-双井-世桥国贸,东西,整租,2室1厅2卫,中楼层（22层）,127.00㎡,12000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
门头沟-冯村-北京城建上悦居,北,合租,3居室,中楼层（21层）,8.80㎡,1690,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
西城-马甸-新外大街甲8号院,南北,整租,3室1厅1卫,低楼层（6层）,71.30㎡,11000,链家,"官方核验,精装,集中供暖",0
海淀-公主坟-柳林馆,南,整租,2室1厅1卫,低楼层（15层）,65.00㎡,7300,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-百子湾-沿海赛洛城六期,东西,整租,2室1厅1卫,中楼层（8层）,81.27㎡,7800,链家,"官方核验,精装,集中供暖",0
海淀-世纪城-远大园五区,西南,整租,3室1厅2卫,低楼层（16层）,173.00㎡,18000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
东城-安贞-小黄庄二区,北,合租,3居室,高楼层（6层）,9.20㎡,2790,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-望京-花家地小区,南,整租,1室1厅1卫,中楼层（6层）,45.71㎡,5500,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-常营-苹果派,北,整租,1室1厅1卫,低楼层（10层）,51.91㎡,4400,链家,"官方核验,近地铁,集中供暖,随时看房",0
大兴-黄村火车站-林校北里,南北,整租,2室1厅1卫,高楼层（6层）,99.52㎡,4000,链家,"官方核验,近地铁,集中供暖,随时看房",0
亦庄开发区-亦庄-一品亦庄,南北,整租,2室2厅2卫,低楼层（16层）,124.00㎡,7200,链家,"官方核验,近地铁,集中供暖,双卫生间",0
昌平-回龙观-龙兴园西区,南,合租,4居室,中楼层（5层）,18.00㎡,2200,信安家,"公寓,月租,精装,集中供暖",0
朝阳-双井-苹果社区南区,北,整租,1室1厅1卫,低楼层（27层）,49.16㎡,7800,链家,"官方核验,精装,集中供暖,随时看房",0
房山-良乡-北潞芳家园,南北,整租,3室2厅2卫,高楼层（6层）,119.75㎡,4000,链家,"官方核验,押一付一,双卫生间",0
丰台-新宫-南苑村北区,南,整租,1室1厅1卫,低楼层（15层）,56.18㎡,5130,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
昌平-回龙观-龙跃苑三区,北,合租,5居室,高楼层（6层）,10.99㎡,2330,自如,"公寓,近地铁,精装,押一付一,随时看房",0
顺义-顺义其它-仁悦居7号院,南北,整租,2室1厅1卫,高楼层（9层）,88.00㎡,2500,链家,"官方核验,集中供暖,随时看房",0
朝阳-亚运村-慧忠里C区,西南,整租,1室0厅1卫,高楼层（6层）,45.30㎡,5500,链家,"官方核验,近地铁,精装,集中供暖",0
丰台-岳各庄-紫辰院,西北,整租,4房间1卫,低楼层（17层）,90.00㎡,8300,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-望京-东亚望京中心,东北,整租,1房间1卫,高楼层（34层）,40.00㎡,5700,链家,"官方核验,精装,集中供暖,随时看房",0
通州-通州北苑-北苑135号院,南北,整租,1室1厅1卫,高楼层（6层）,54.81㎡,3200,链家,"官方核验,近地铁,集中供暖",0
昌平-昌平其它-保利罗兰香谷,南,整租,2室1厅1卫,高楼层（17层）,85.44㎡,5600,链家,"官方核验,精装,集中供暖",0
大兴-高米店-保利茉莉公馆,南西北,整租,3室2厅2卫,高楼层（27层）,131.00㎡,8300,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
丰台-菜户营-金泰城丽湾,东南,整租,2室1厅1卫,低楼层（18层）,77.00㎡,7000,链家,"官方核验,精装,集中供暖,随时看房",0
大兴-大兴新机场-龙熙顺景丙区,南北,整租,4室1厅2卫,中楼层（4层）,151.00㎡,6000,链家,"官方核验,精装,双卫生间,随时看房",0
丰台-玉泉营-造甲南里,南北,整租,2室1厅1卫,高楼层（6层）,55.55㎡,4972,链家,"官方核验,业主自荐,近地铁,精装,集中供暖,押一付一",0
昌平-回龙观-北京城建畅悦居D区,东南,整租,3室1厅1卫,中楼层（21层）,106.00㎡,5600,链家,"官方核验,精装,集中供暖",0
石景山-石景山其它-中海首钢长安云锦,南北,整租,2室1厅1卫,中楼层（8层）,74.00㎡,6500,链家,"官方核验,精装,集中供暖",0
东城-广渠门-板厂新里,东,整租,1室1厅1卫,高楼层（18层）,42.95㎡,5200,链家,"官方核验,精装,集中供暖",0
朝阳-管庄-沁园,南北,整租,3室2厅2卫,低楼层（26层）,166.00㎡,10000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
昌平-东关-东关南里小区,南,整租,1室1厅1卫,高楼层（6层）,55.14㎡,3930,自如,"公寓,精装,集中供暖,押一付一",1
石景山-八角-八角中里,北,合租,3居室,高楼层（6层）,12.30㎡,2260,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-望京-望京花园东区,南西,整租,3室1厅2卫,高楼层（27层）,120.00㎡,11000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
朝阳-华威桥-美景东方,南,整租,1室1厅1卫,低楼层（22层）,53.00㎡,5700,链家,"官方核验,近地铁,集中供暖",0
朝阳-东坝-奥林匹克花园四期,南北,整租,4室2厅2卫,高楼层（10层）,154.00㎡,11000,链家,"官方核验,双卫生间",0
朝阳-团结湖-中海紫荆豪庭,西,合租,5居室,高楼层（28层）,18.00㎡,2200,四维空间,"公寓,月租,近地铁,精装,独立阳台,集中供暖,随时看房",1
朝阳-高碑店-金隅汇星苑,东南北,整租,3室1厅1卫,高楼层（17层）,88.00㎡,7500,链家,"官方核验,精装,集中供暖,随时看房",0
通州-玉桥-合生滨江帝景二期,南,整租,2室1厅1卫,低楼层（18层）,90.56㎡,5600,链家,"官方核验,业主自荐,精装,集中供暖",0
昌平-回龙观-和谐家园二区,北,合租,3居室,中楼层（6层）,11.80㎡,2490,自如,"公寓,近地铁,精装,押一付一,随时看房",0
朝阳-望京-澳洲康都,南,整租,1室1厅1卫,高楼层（28层）,66.54㎡,7490,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
密云-密云镇-博世庄园,南北,整租,2室2厅1卫,低楼层（6层）,96.69㎡,2600,链家,"官方核验,精装,集中供暖",0
朝阳-小红门-鸿博家园一期B区,南北,整租,2室1厅1卫,低楼层（17层）,81.00㎡,4200,链家,官方核验,0
朝阳-建国门外-东方瑞景,西,整租,2室1厅2卫,中楼层（26层）,136.34㎡,14500,链家,"官方核验,近地铁,集中供暖,双卫生间",0
丰台-马家堡-瑞丽江畔,南,合租,4居室,高楼层（21层）,16.80㎡,4190,自如,"公寓,独立卫生间,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-成寿寺-宏大家园,南北,整租,2室1厅1卫,低楼层（6层）,75.00㎡,5300,链家,"官方核验,近地铁,精装",0
朝阳-大山子-北窑地,南,整租,1室1厅1卫,中楼层（5层）,40.00㎡,5900,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-甘露园-朝阳无限芳菁苑,东南,合租,4居室,中楼层（21层）,8.82㎡,2460,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
昌平-霍营-华龙苑南里,南北,整租,2室1厅1卫,高楼层（6层）,74.22㎡,5500,链家,"官方核验,近地铁,集中供暖,随时看房",0
海淀-上地-辉煌国际,南,整租,1房间0卫,中楼层（20层）,106.01㎡,12700,链家,"官方核验,近地铁,精装,随时看房",0
门头沟-石门营-石门营新区七区南苑,南北,整租,2室1厅1卫,高楼层（11层）,65.00㎡,3500,链家,"官方核验,近地铁,集中供暖,随时看房",0
西城-广安门-红居南街,南,整租,2室1厅1卫,高楼层（6层）,64.61㎡,7290,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
海淀-苏州桥-立方庭,东,整租,1室1厅2卫,高楼层（10层）,43.50㎡,11000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
朝阳-甜水园-道家园,北,合租,3居室,高楼层（12层）,8.50㎡,2430,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-百子湾-广百西路16号院,南,合租,4居室,低楼层（15层）,16.50㎡,2730,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
东城-朝阳门内-朝阳门内大街,西北,整租,2室1厅1卫,中楼层（5层）,63.52㎡,8560,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-安贞-安贞西里,南,合租,2居室,高楼层（6层）,11.30㎡,3530,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
通州-北关-新光大中心,北,整租,2房间2卫,高楼层（29层）,44.15㎡,4500,链家,"官方核验,业主自荐,近地铁,精装,集中供暖,双卫生间,随时看房",0
朝阳-奥林匹克公园-拂林园,南,整租,2室1厅1卫,中楼层（14层）,115.42㎡,8600,链家,"官方核验,近地铁,精装,随时看房",0
通州-北关-新光大中心,南,整租,2室1厅1卫,高楼层（41层）,113.43㎡,8300,好房好宅,"租住保障,公寓,月租,近地铁",1
房山-良乡-西路时代,南北,整租,2室1厅1卫,低楼层（9层）,81.14㎡,3200,链家,"官方核验,近地铁,集中供暖",0
顺义-顺义城-东兴一区,南北,整租,2室1厅1卫,高楼层（6层）,83.00㎡,3100,链家,"官方核验,近地铁,集中供暖,随时看房",0
朝阳-中央别墅区-京旺家园,南北,合租,3居室,高楼层（11层）,18.00㎡,1900,永昌地产,"公寓,精装,随时看房",1
房山-阎村-天恒乐DO,北,整租,2房间1卫,中楼层（13层）,56.00㎡,2500,链家,"官方核验,近地铁,精装,集中供暖",0
怀柔-怀柔-潘家园小区,南北,整租,2室1厅1卫,中楼层（6层）,56.00㎡,2200,链家,"官方核验,精装,集中供暖,随时看房",0
东城-东直门-东中街,南,整租,1室1厅1卫,中楼层（9层）,53.33㎡,6600,链家,"官方核验,近地铁,集中供暖",0
朝阳-太阳宫-太阳公元北区,南北,整租,3室1厅2卫,低楼层（25层）,138.57㎡,23000,链家,"官方核验,业主自荐,精装,集中供暖,双卫生间",0
石景山-杨庄-地铁古城家园,东南,整租,1室1厅1卫,中楼层（25层）,63.00㎡,4400,链家,"官方核验,集中供暖",0
通州-北关-朝北8080,南,整租,4房间1卫,中楼层（7层）,90.00㎡,5800,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-朝青-珠江罗马嘉园西区,南北,整租,2室1厅2卫,中楼层（17层）,112.00㎡,11000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
海淀-安宁庄-动力厂宿舍,南,整租,2室1厅1卫,中楼层（6层）,59.00㎡,6430,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-三里屯-三里屯东,东,整租,2室1厅1卫,高楼层（6层）,60.00㎡,8530,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-太阳宫-冠城大通澜石,东南,整租,2室2厅2卫,低楼层（26层）,98.00㎡,16500,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-潘家园-松榆里,南,整租,1室1厅1卫,中楼层（19层）,47.72㎡,4800,链家,"官方核验,精装,集中供暖",0
通州-九棵树(家乐福)-大方居,南北,整租,2室1厅1卫,中楼层（15层）,90.00㎡,3600,链家,"官方核验,集中供暖,随时看房",0
门头沟-上岸地铁-西长安壹号,东,整租,3房间2卫,中楼层（16层）,65.00㎡,4300,链家,"官方核验,精装,集中供暖,双卫生间",0
东城-东花市-MOHO国际写字楼,北,整租,2房间1卫,高楼层（9层）,27.78㎡,5229,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
昌平-东关-东关南里小区,北,合租,4居室,低楼层（6层）,14.50㎡,1830,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
通州-临河里-华业东方玫瑰C区,东,整租,1室1厅1卫,低楼层（27层）,65.96㎡,4500,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-朝阳公园-东润枫景一期,西北,整租,3室1厅2卫,低楼层（11层）,152.60㎡,12760,自如,"公寓,月租,精装,集中供暖,押一付一,双卫生间,随时看房",0
西城-长椿街-长椿街西里,北,合租,3居室,高楼层（6层）,9.10㎡,3160,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
